index,TurbID,Day,Tmstamp,Wspd,Wdir,Etmp,Itmp,Ndir,Pab1,Pab2,Pab3,Prtv,Patv
0,1,201,00:00,0,0,0,0,0,0,0,0,0,276.0906677246094
1,1,201,00:10,0,0,0,0,0,0,0,0,0,270.3807678222656
2,1,201,00:20,0,0,0,0,0,0,0,0,0,272.10394287109375
3,1,201,00:30,0,0,0,0,0,0,0,0,0,282.4715270996094
4,1,201,00:40,0,0,0,0,0,0,0,0,0,292.7229919433594
5,1,201,00:50,0,0,0,0,0,0,0,0,0,283.84600830078125
6,1,201,01:00,0,0,0,0,0,0,0,0,0,276.6396179199219
7,1,201,01:10,0,0,0,0,0,0,0,0,0,276.64129638671875
8,1,201,01:20,0,0,0,0,0,0,0,0,0,274.41363525390625
9,1,201,01:30,0,0,0,0,0,0,0,0,0,264.6468200683594
10,1,201,01:40,0,0,0,0,0,0,0,0,0,254.0449676513672
11,1,201,01:50,0,0,0,0,0,0,0,0,0,251.33636474609375
12,1,201,02:00,0,0,0,0,0,0,0,0,0,252.92636108398438
13,1,201,02:10,0,0,0,0,0,0,0,0,0,262.32562255859375
14,1,201,02:20,0,0,0,0,0,0,0,0,0,270.6712341308594
15,1,201,02:30,0,0,0,0,0,0,0,0,0,274.62921142578125
16,1,201,02:40,0,0,0,0,0,0,0,0,0,270.5277099609375
17,1,201,02:50,0,0,0,0,0,0,0,0,0,272.24676513671875
18,1,201,03:00,0,0,0,0,0,0,0,0,0,269.7973327636719
19,1,201,03:10,0,0,0,0,0,0,0,0,0,261.1546325683594
20,1,201,03:20,0,0,0,0,0,0,0,0,0,255.07293701171875
21,1,201,03:30,0,0,0,0,0,0,0,0,0,263.2427673339844
22,1,201,03:40,0,0,0,0,0,0,0,0,0,266.9033508300781
23,1,201,03:50,0,0,0,0,0,0,0,0,0,260.3385009765625
24,1,201,04:00,0,0,0,0,0,0,0,0,0,260.0242004394531
25,1,201,04:10,0,0,0,0,0,0,0,0,0,256.9751281738281
26,1,201,04:20,0,0,0,0,0,0,0,0,0,242.32957458496094
27,1,201,04:30,0,0,0,0,0,0,0,0,0,240.32064819335938
28,1,201,04:40,0,0,0,0,0,0,0,0,0,243.50729370117188
29,1,201,04:50,0,0,0,0,0,0,0,0,0,244.61968994140625
30,1,201,05:00,0,0,0,0,0,0,0,0,0,256.8665466308594
31,1,201,05:10,0,0,0,0,0,0,0,0,0,268.0917053222656
32,1,201,05:20,0,0,0,0,0,0,0,0,0,0.0
33,1,201,05:30,0,0,0,0,0,0,0,0,0,274.0910949707031
34,1,201,05:40,0,0,0,0,0,0,0,0,0,259.34112548828125
35,1,201,05:50,0,0,0,0,0,0,0,0,0,244.96365356445312
36,1,201,06:00,0,0,0,0,0,0,0,0,0,240.40089416503906
37,1,201,06:10,0,0,0,0,0,0,0,0,0,240.42221069335938
38,1,201,06:20,0,0,0,0,0,0,0,0,0,239.6582489013672
39,1,201,06:30,0,0,0,0,0,0,0,0,0,245.28456115722656
40,1,201,06:40,0,0,0,0,0,0,0,0,0,264.5142517089844
41,1,201,06:50,0,0,0,0,0,0,0,0,0,271.278564453125
42,1,201,07:00,0,0,0,0,0,0,0,0,0,278.853271484375
43,1,201,07:10,0,0,0,0,0,0,0,0,0,280.4753112792969
44,1,201,07:20,0,0,0,0,0,0,0,0,0,273.7449645996094
45,1,201,07:30,0,0,0,0,0,0,0,0,0,260.9710998535156
46,1,201,07:40,0,0,0,0,0,0,0,0,0,253.29937744140625
47,1,201,07:50,0,0,0,0,0,0,0,0,0,243.57383728027344
48,1,201,08:00,0,0,0,0,0,0,0,0,0,228.48736572265625
49,1,201,08:10,0,0,0,0,0,0,0,0,0,198.9993133544922
50,1,201,08:20,0,0,0,0,0,0,0,0,0,187.00140380859375
51,1,201,08:30,0,0,0,0,0,0,0,0,0,187.22415161132812
52,1,201,08:40,0,0,0,0,0,0,0,0,0,192.0756072998047
53,1,201,08:50,0,0,0,0,0,0,0,0,0,197.17176818847656
54,1,201,09:00,0,0,0,0,0,0,0,0,0,206.82427978515625
55,1,201,09:10,0,0,0,0,0,0,0,0,0,210.61990356445312
56,1,201,09:20,0,0,0,0,0,0,0,0,0,217.97848510742188
57,1,201,09:30,0,0,0,0,0,0,0,0,0,227.8004913330078
58,1,201,09:40,0,0,0,0,0,0,0,0,0,232.53074645996094
59,1,201,09:50,0,0,0,0,0,0,0,0,0,237.05384826660156
