index,TurbID,Day,Tmstamp,Wspd,Wdir,Etmp,Itmp,Ndir,Pab1,Pab2,Pab3,Prtv,Patv
0,1,201,00:00,0,0,0,0,0,0,0,0,0,460.84927
1,1,201,00:10,0,0,0,0,0,0,0,0,0,457.2553
2,1,201,00:20,0,0,0,0,0,0,0,0,0,465.42038
3,1,201,00:30,0,0,0,0,0,0,0,0,0,465.45486
4,1,201,00:40,0,0,0,0,0,0,0,0,0,474.7661
5,1,201,00:50,0,0,0,0,0,0,0,0,0,473.22778
6,1,201,01:00,0,0,0,0,0,0,0,0,0,477.62628
7,1,201,01:10,0,0,0,0,0,0,0,0,0,485.7965
8,1,201,01:20,0,0,0,0,0,0,0,0,0,483.6744
9,1,201,01:30,0,0,0,0,0,0,0,0,0,475.00302
10,1,201,01:40,0,0,0,0,0,0,0,0,0,477.44272
11,1,201,01:50,0,0,0,0,0,0,0,0,0,459.76636
12,1,201,02:00,0,0,0,0,0,0,0,0,0,465.7554
13,1,201,02:10,0,0,0,0,0,0,0,0,0,468.30597
14,1,201,02:20,0,0,0,0,0,0,0,0,0,465.84125
15,1,201,02:30,0,0,0,0,0,0,0,0,0,470.20462
16,1,201,02:40,0,0,0,0,0,0,0,0,0,462.66754
17,1,201,02:50,0,0,0,0,0,0,0,0,0,465.86905
18,1,201,03:00,0,0,0,0,0,0,0,0,0,464.281
19,1,201,03:10,0,0,0,0,0,0,0,0,0,467.092
20,1,201,03:20,0,0,0,0,0,0,0,0,0,462.02274
21,1,201,03:30,0,0,0,0,0,0,0,0,0,470.88245
22,1,201,03:40,0,0,0,0,0,0,0,0,0,472.4081
23,1,201,03:50,0,0,0,0,0,0,0,0,0,475.76852
24,1,201,04:00,0,0,0,0,0,0,0,0,0,471.61655
25,1,201,04:10,0,0,0,0,0,0,0,0,0,480.76538
26,1,201,04:20,0,0,0,0,0,0,0,0,0,476.31558
27,1,201,04:30,0,0,0,0,0,0,0,0,0,464.49048
28,1,201,04:40,0,0,0,0,0,0,0,0,0,450.6645
29,1,201,04:50,0,0,0,0,0,0,0,0,0,456.25888
30,1,201,05:00,0,0,0,0,0,0,0,0,0,445.49484
31,1,201,05:10,0,0,0,0,0,0,0,0,0,441.25238
32,1,201,05:20,0,0,0,0,0,0,0,0,0,443.46927
33,1,201,05:30,0,0,0,0,0,0,0,0,0,443.8147
34,1,201,05:40,0,0,0,0,0,0,0,0,0,439.1165
35,1,201,05:50,0,0,0,0,0,0,0,0,0,0.0
36,1,201,06:00,0,0,0,0,0,0,0,0,0,440.9325
37,1,201,06:10,0,0,0,0,0,0,0,0,0,437.06235
38,1,201,06:20,0,0,0,0,0,0,0,0,0,428.16635
39,1,201,06:30,0,0,0,0,0,0,0,0,0,426.22266
40,1,201,06:40,0,0,0,0,0,0,0,0,0,433.65994
41,1,201,06:50,0,0,0,0,0,0,0,0,0,441.5645
42,1,201,07:00,0,0,0,0,0,0,0,0,0,450.56616
43,1,201,07:10,0,0,0,0,0,0,0,0,0,443.1463
44,1,201,07:20,0,0,0,0,0,0,0,0,0,436.43478
45,1,201,07:30,0,0,0,0,0,0,0,0,0,429.17392
46,1,201,07:40,0,0,0,0,0,0,0,0,0,432.92935
47,1,201,07:50,0,0,0,0,0,0,0,0,0,433.03867
48,1,201,08:00,0,0,0,0,0,0,0,0,0,428.71194
49,1,201,08:10,0,0,0,0,0,0,0,0,0,423.7458
50,1,201,08:20,0,0,0,0,0,0,0,0,0,405.3867
51,1,201,08:30,0,0,0,0,0,0,0,0,0,404.53662
52,1,201,08:40,0,0,0,0,0,0,0,0,0,405.90176
53,1,201,08:50,0,0,0,0,0,0,0,0,0,403.84543
54,1,201,09:00,0,0,0,0,0,0,0,0,0,394.59268
55,1,201,09:10,0,0,0,0,0,0,0,0,0,386.31604
56,1,201,09:20,0,0,0,0,0,0,0,0,0,0.0
57,1,201,09:30,0,0,0,0,0,0,0,0,0,385.8922
58,1,201,09:40,0,0,0,0,0,0,0,0,0,384.05698
59,1,201,09:50,0,0,0,0,0,0,0,0,0,386.84686
60,1,201,10:00,0,0,0,0,0,0,0,0,0,393.3692
61,1,201,10:10,0,0,0,0,0,0,0,0,0,384.05185
62,1,201,10:20,0,0,0,0,0,0,0,0,0,375.03406
63,1,201,10:30,0,0,0,0,0,0,0,0,0,380.34274
64,1,201,10:40,0,0,0,0,0,0,0,0,0,0.0
65,1,201,10:50,0,0,0,0,0,0,0,0,0,391.10175
66,1,201,11:00,0,0,0,0,0,0,0,0,0,381.74808
67,1,201,11:10,0,0,0,0,0,0,0,0,0,390.90805
68,1,201,11:20,0,0,0,0,0,0,0,0,0,388.24167
69,1,201,11:30,0,0,0,0,0,0,0,0,0,391.9777
70,1,201,11:40,0,0,0,0,0,0,0,0,0,392.89005
71,1,201,11:50,0,0,0,0,0,0,0,0,0,396.01932
72,1,201,12:00,0,0,0,0,0,0,0,0,0,392.58755
73,1,201,12:10,0,0,0,0,0,0,0,0,0,391.61752
74,1,201,12:20,0,0,0,0,0,0,0,0,0,0.0
75,1,201,12:30,0,0,0,0,0,0,0,0,0,378.91547
76,1,201,12:40,0,0,0,0,0,0,0,0,0,391.75342
77,1,201,12:50,0,0,0,0,0,0,0,0,0,376.0617
78,1,201,13:00,0,0,0,0,0,0,0,0,0,367.18356
79,1,201,13:10,0,0,0,0,0,0,0,0,0,384.5173
80,1,201,13:20,0,0,0,0,0,0,0,0,0,375.992
81,1,201,13:30,0,0,0,0,0,0,0,0,0,381.09625
82,1,201,13:40,0,0,0,0,0,0,0,0,0,382.80447
83,1,201,13:50,0,0,0,0,0,0,0,0,0,367.15497
84,1,201,14:00,0,0,0,0,0,0,0,0,0,360.32184
85,1,201,14:10,0,0,0,0,0,0,0,0,0,370.80627
86,1,201,14:20,0,0,0,0,0,0,0,0,0,373.66534
87,1,201,14:30,0,0,0,0,0,0,0,0,0,375.36685
88,1,201,14:40,0,0,0,0,0,0,0,0,0,371.35016
89,1,201,14:50,0,0,0,0,0,0,0,0,0,360.33737
90,1,201,15:00,0,0,0,0,0,0,0,0,0,377.28098
91,1,201,15:10,0,0,0,0,0,0,0,0,0,363.84457
92,1,201,15:20,0,0,0,0,0,0,0,0,0,354.85287
93,1,201,15:30,0,0,0,0,0,0,0,0,0,374.57874
94,1,201,15:40,0,0,0,0,0,0,0,0,0,383.79367
95,1,201,15:50,0,0,0,0,0,0,0,0,0,371.17047
96,1,201,16:00,0,0,0,0,0,0,0,0,0,356.9005
97,1,201,16:10,0,0,0,0,0,0,0,0,0,375.2001
98,1,201,16:20,0,0,0,0,0,0,0,0,0,364.84503
99,1,201,16:30,0,0,0,0,0,0,0,0,0,376.00665
100,1,201,16:40,0,0,0,0,0,0,0,0,0,371.0489
101,1,201,16:50,0,0,0,0,0,0,0,0,0,371.82034
102,1,201,17:00,0,0,0,0,0,0,0,0,0,372.3947
103,1,201,17:10,0,0,0,0,0,0,0,0,0,378.10825
104,1,201,17:20,0,0,0,0,0,0,0,0,0,370.03796
105,1,201,17:30,0,0,0,0,0,0,0,0,0,376.95328
106,1,201,17:40,0,0,0,0,0,0,0,0,0,381.80112
107,1,201,17:50,0,0,0,0,0,0,0,0,0,379.75687
108,1,201,18:00,0,0,0,0,0,0,0,0,0,391.32852
109,1,201,18:10,0,0,0,0,0,0,0,0,0,384.7102
110,1,201,18:20,0,0,0,0,0,0,0,0,0,390.283
111,1,201,18:30,0,0,0,0,0,0,0,0,0,374.07953
112,1,201,18:40,0,0,0,0,0,0,0,0,0,396.11383
113,1,201,18:50,0,0,0,0,0,0,0,0,0,398.8528
114,1,201,19:00,0,0,0,0,0,0,0,0,0,397.47263
115,1,201,19:10,0,0,0,0,0,0,0,0,0,0.0
116,1,201,19:20,0,0,0,0,0,0,0,0,0,385.6391
117,1,201,19:30,0,0,0,0,0,0,0,0,0,384.1143
118,1,201,19:40,0,0,0,0,0,0,0,0,0,393.98645
119,1,201,19:50,0,0,0,0,0,0,0,0,0,397.69644
120,1,201,20:00,0,0,0,0,0,0,0,0,0,391.4133
121,1,201,20:10,0,0,0,0,0,0,0,0,0,394.80084
122,1,201,20:20,0,0,0,0,0,0,0,0,0,384.10013
123,1,201,20:30,0,0,0,0,0,0,0,0,0,373.89362
124,1,201,20:40,0,0,0,0,0,0,0,0,0,371.1868
125,1,201,20:50,0,0,0,0,0,0,0,0,0,363.9297
126,1,201,21:00,0,0,0,0,0,0,0,0,0,366.99924
127,1,201,21:10,0,0,0,0,0,0,0,0,0,359.88016
128,1,201,21:20,0,0,0,0,0,0,0,0,0,361.59305
129,1,201,21:30,0,0,0,0,0,0,0,0,0,358.60687
130,1,201,21:40,0,0,0,0,0,0,0,0,0,376.3176
131,1,201,21:50,0,0,0,0,0,0,0,0,0,378.43317
132,1,201,22:00,0,0,0,0,0,0,0,0,0,381.54916
133,1,201,22:10,0,0,0,0,0,0,0,0,0,379.59274
134,1,201,22:20,0,0,0,0,0,0,0,0,0,380.64017
135,1,201,22:30,0,0,0,0,0,0,0,0,0,381.8543
136,1,201,22:40,0,0,0,0,0,0,0,0,0,377.8717
137,1,201,22:50,0,0,0,0,0,0,0,0,0,379.87415
138,1,201,23:00,0,0,0,0,0,0,0,0,0,380.9291
139,1,201,23:10,0,0,0,0,0,0,0,0,0,0.0
140,1,201,23:20,0,0,0,0,0,0,0,0,0,399.76993
141,1,201,23:30,0,0,0,0,0,0,0,0,0,416.8123
142,1,201,23:40,0,0,0,0,0,0,0,0,0,410.91913
143,1,201,23:50,0,0,0,0,0,0,0,0,0,411.42358
144,1,202,00:00,0,0,0,0,0,0,0,0,0,416.21875
145,1,202,00:10,0,0,0,0,0,0,0,0,0,414.4388
146,1,202,00:20,0,0,0,0,0,0,0,0,0,420.0715
147,1,202,00:30,0,0,0,0,0,0,0,0,0,421.39746
148,1,202,00:40,0,0,0,0,0,0,0,0,0,431.06747
149,1,202,00:50,0,0,0,0,0,0,0,0,0,439.12567
150,1,202,01:00,0,0,0,0,0,0,0,0,0,441.0229
151,1,202,01:10,0,0,0,0,0,0,0,0,0,444.48892
152,1,202,01:20,0,0,0,0,0,0,0,0,0,446.06888
153,1,202,01:30,0,0,0,0,0,0,0,0,0,442.49963
154,1,202,01:40,0,0,0,0,0,0,0,0,0,441.94852
155,1,202,01:50,0,0,0,0,0,0,0,0,0,432.08643
156,1,202,02:00,0,0,0,0,0,0,0,0,0,436.02496
157,1,202,02:10,0,0,0,0,0,0,0,0,0,431.55188
158,1,202,02:20,0,0,0,0,0,0,0,0,0,432.95273
159,1,202,02:30,0,0,0,0,0,0,0,0,0,434.01822
